user_id_id	last_sub	total_points	rank	tries
google-oauth2|103747507639244318200	2017-09-26 16:39:32.358456	100	32	170170
google-oauth2|103794995829151858896	2017-09-29 02:03:21.495856	0	366	510510
google-oauth2|103798826988766611168	2017-09-26 15:43:33.134517	100	31	170170
google-oauth2|103804417249001107426	2017-09-27 17:48:15.465148	0	313	510510
google-oauth2|103844698887614160944	2017-09-25 13:39:40.703360	100	6	170170
google-oauth2|103851824261246288536	2017-10-01 14:25:34.379883	0	458	510510
google-oauth2|103871678622543562133	2017-09-26 14:36:39.503604	0	228	510510
google-oauth2|103888689048747607523	2017-09-29 12:47:12.490033	0	395	510510
google-oauth2|103933968812310848599	2017-09-28 18:30:36.773007	0	364	510510
google-oauth2|103939889702049862633	2017-10-03 16:20:46.515216	0	523	510510
google-oauth2|103991579900498238294	2017-10-02 07:41:13.931070	0	479	510510
google-oauth2|104096626187807460795	2017-09-25 14:09:56.340240	100	9	170170
google-oauth2|104115589908352335032	2017-09-25 13:55:05.032886	0	67	510510
google-oauth2|104153792058097672539	2017-09-27 15:57:24.410230	0	298	510510
google-oauth2|104244217766185678184	2017-10-04 09:05:08.215418	0	538	510510
google-oauth2|104249744094142988562	2017-09-26 15:50:09.797198	0	237	510510
google-oauth2|104253455608646029701	2017-10-04 16:27:36.678205	0	563	510510
google-oauth2|104307654099705452554	2017-09-29 14:51:06.620235	0	402	510510
google-oauth2|104364040303778038781	2017-09-25 17:35:20.745318	800	1	34
google-oauth2|104446830350319430516	2017-09-26 13:39:54.041080	0	219	510510
google-oauth2|104590962110585674256	2017-09-25 14:34:19.714768	0	90	510510
google-oauth2|104644697420774252487	2017-10-02 06:15:49.515859	0	476	510510
google-oauth2|104645494557301153980	2017-09-25 19:23:48.611401	0	171	510510
google-oauth2|104719075795636687717	2017-09-26 10:49:44.418568	0	203	510510
google-oauth2|104826399908260292139	2017-09-27 13:41:24.910354	0	284	510510
google-oauth2|104848680324012823074	2017-10-01 09:43:29.246518	0	453	510510
google-oauth2|104853373412645233793	2017-09-25 19:27:44.061175	0	172	510510
google-oauth2|104859331460732087772	2017-09-27 10:15:34.596351	0	274	510510
google-oauth2|105052198884132098806	2017-09-25 17:14:20.213586	0	153	510510
google-oauth2|105072674425973947736	2017-09-30 06:09:39.501074	0	420	510510
google-oauth2|105106947501941818503	2017-10-05 11:24:22.323067	0	578	510510
google-oauth2|105111727362904918318	2017-09-26 03:11:38.313795	0	181	510510
google-oauth2|105127348814674326302	2017-09-26 10:05:38.725642	0	200	510510
google-oauth2|105183217959191151505	2017-10-05 10:34:02.854835	0	577	510510
google-oauth2|105207488289295330502	2017-09-29 17:46:34.990307	0	411	510510
google-oauth2|105209538449257255869	2017-09-25 15:10:01.233795	0	115	510510
google-oauth2|105283472350035700632	2017-09-30 09:36:46.608898	0	427	510510
google-oauth2|105315110772975643386	2017-09-25 16:06:17.913944	0	135	510510
google-oauth2|105320485971106344657	2017-10-04 06:05:28.065593	0	535	510510
google-oauth2|105382070445651165744	2017-09-25 16:04:14.952664	0	133	510510
google-oauth2|105393290317696634602	2017-09-25 15:26:38.402546	0	120	510510
google-oauth2|105394746757545401119	2017-09-29 09:55:28.631800	0	388	510510
google-oauth2|105421984384008839714	2017-09-25 15:02:26.381148	0	109	510510
google-oauth2|105473829265242955070	2017-09-27 15:53:37.075080	0	296	510510
google-oauth2|105527828994165903773	2017-09-25 16:23:25.508754	0	141	510510
google-oauth2|105590484816424333593	2017-10-14 09:38:16.442230	0	606	510510
google-oauth2|105801824082354115486	2017-09-28 15:30:47.750933	0	355	510510
google-oauth2|105841857891450591266	2017-10-02 09:49:04.758606	0	481	510510
google-oauth2|105843907901195764117	2017-09-29 11:02:01.138167	0	391	510510
google-oauth2|105854480398015585126	2017-09-26 10:49:19.579622	0	202	510510
google-oauth2|105880196397600903353	2017-09-25 13:30:20.313218	0	52	510510
google-oauth2|105902126230940757949	2017-09-28 14:39:01.947117	0	349	510510
google-oauth2|106048148220486021780	2017-09-26 13:20:39.344487	0	217	510510
google-oauth2|106081157571462770070	2017-10-02 17:31:21.296961	0	500	510510
google-oauth2|106162616186075575785	2017-09-27 12:30:51.804823	0	277	510510
google-oauth2|106169168206177943575	2017-10-04 11:01:10.605171	0	545	510510
google-oauth2|106189901704702917494	2017-09-27 08:28:32.050331	0	269	510510
google-oauth2|106200839399553375577	2017-09-25 16:21:49.715800	0	140	510510
google-oauth2|106211559036101489725	2017-09-26 12:57:04.151650	100	29	170170
google-oauth2|106214444410149801088	2017-09-25 15:51:38.625733	100	15	170170
google-oauth2|106236282122757308072	2017-10-01 15:06:30.401085	0	463	510510
google-oauth2|106237509295625376466	2017-09-27 05:28:28.108535	0	265	510510
google-oauth2|106268640376220910363	2017-09-25 13:56:13.194616	0	70	510510
google-oauth2|106337106203899476327	2017-09-27 03:40:28.034053	0	260	510510
google-oauth2|106429241876459266702	2017-10-02 14:57:17.457273	0	488	510510
google-oauth2|106452161808056875733	2017-09-25 14:52:56.645881	0	102	510510
google-oauth2|106474497826276742380	2017-10-03 16:26:31.537638	0	525	510510
google-oauth2|106482094347102216352	2017-09-29 15:39:22.048206	0	406	510510
google-oauth2|106499056584256034295	2017-10-04 15:26:04.440106	0	553	510510
google-oauth2|106515502685648961796	2017-09-25 15:55:43.768254	100	16	170170
google-oauth2|106557358535791560995	2017-09-25 13:24:59.944969	0	47	510510
google-oauth2|106622899845392881416	2017-10-01 08:29:33.879691	0	452	510510
google-oauth2|106633203491215045728	2017-09-26 14:04:29.020714	0	224	510510
google-oauth2|106663936595696939806	2017-09-30 14:27:52.776509	0	437	510510
google-oauth2|106707751064269941142	2017-09-25 15:49:13.842741	0	131	510510
google-oauth2|106727144076572801676	2017-09-28 14:42:05.548099	0	350	510510
google-oauth2|106751257415183104265	2017-09-27 09:35:40.520374	0	272	510510
google-oauth2|106842464114290200793	2017-09-25 17:08:30.869918	0	151	510510
google-oauth2|106873246590281503504	2017-09-26 13:16:53.405284	0	215	510510
google-oauth2|106913444643339025165	2017-09-25 13:30:36.213042	0	53	510510
google-oauth2|106917583863290634223	2017-09-25 16:14:36.585229	0	138	510510
google-oauth2|106923538436570908206	2017-10-01 16:06:26.752007	0	468	510510
google-oauth2|106927434642533840348	2017-09-27 13:30:38.595021	0	282	510510
google-oauth2|106952499489507960100	2017-10-04 14:59:07.472305	0	551	510510
google-oauth2|106971896731546619607	2017-09-25 18:13:35.324899	0	162	510510
google-oauth2|107015526842580764190	2017-10-02 11:42:50.072392	0	482	510510
google-oauth2|107069485718688772042	2017-09-25 15:13:28.711886	400	3	3570
google-oauth2|107073836285766207328	2017-09-30 15:22:30.654349	0	442	510510
google-oauth2|107124452562803698175	2017-09-28 14:57:15.449337	0	353	510510
google-oauth2|107143435273318087110	2017-09-26 13:01:26.381378	0	214	510510
google-oauth2|107192916731147505988	2017-09-25 14:02:20.505652	0	74	510510
google-oauth2|107233881985231797876	2017-09-25 15:45:02.750328	0	128	510510
google-oauth2|107253135837476060857	2017-09-28 13:00:40.622375	0	341	510510
google-oauth2|107253621648013295676	2017-09-30 05:37:58.664441	0	418	510510
google-oauth2|107254106236041914054	2017-09-25 14:51:10.341368	100	13	170170
google-oauth2|107255006478164325746	2017-10-01 15:40:41.076013	0	466	510510
google-oauth2|107264260135103761299	2017-09-28 17:08:29.842112	0	360	510510
google-oauth2|107287923574152770174	2017-10-04 08:40:05.617388	0	537	510510
google-oauth2|107380434447756501545	2017-09-25 14:39:11.785343	0	94	510510
google-oauth2|107410845678383011346	2017-09-25 19:36:03.954484	0	174	510510
google-oauth2|107423396120353943989	2017-09-28 14:51:29.047238	0	351	510510
google-oauth2|107563655779060713804	2017-10-06 11:08:31.446194	0	587	510510
google-oauth2|107577415995498921518	2017-10-05 11:58:24.403556	0	579	510510
google-oauth2|107671478535334453857	2017-09-25 14:02:31.629129	0	75	510510
google-oauth2|107693688496553968823	2017-09-30 16:15:18.908354	0	443	510510
google-oauth2|107700899914241538529	2017-09-25 16:37:28.636433	0	143	510510
google-oauth2|107744059093463355964	2017-09-26 17:16:46.515804	0	247	510510
google-oauth2|107825713251307364793	2017-10-04 16:26:44.412011	0	562	510510
google-oauth2|107831871839701910621	2017-09-29 07:55:15.890221	0	383	510510
google-oauth2|107844975781733903611	2017-10-05 09:46:09.331625	0	576	510510
google-oauth2|107960814239041920485	2017-10-03 04:34:47.997752	0	506	510510
google-oauth2|108030864280148474702	2017-09-26 17:55:51.206896	0	251	510510
google-oauth2|108055553627512425782	2017-10-06 03:52:03.745239	0	584	510510
google-oauth2|108160474356034653809	2017-09-25 16:36:23.934912	100	21	170170
google-oauth2|108193472923842399300	2017-09-30 17:30:34.865173	0	445	510510
google-oauth2|108292501913728979844	2017-09-28 12:37:15.587890	0	338	510510
google-oauth2|108329385474432084117	2017-09-28 15:18:55.721973	0	354	510510
google-oauth2|108337840302498232244	2017-09-28 05:49:32.330874	0	328	510510
google-oauth2|108405214959006723378	2017-09-25 15:00:30.748742	0	108	510510
google-oauth2|108436402164240801222	2017-09-26 15:37:15.453307	0	236	510510
google-oauth2|108490228817210876814	2017-09-29 06:37:37.198191	0	378	510510
google-oauth2|108502713691970483379	2017-09-29 16:02:29.273322	0	409	510510
google-oauth2|108510012076215374254	2017-09-29 09:12:26.752156	0	386	510510
google-oauth2|108599885968408452626	2017-09-30 17:53:23.389762	0	446	510510
google-oauth2|108714689151945015098	2017-09-25 14:13:17.701653	0	82	510510
google-oauth2|108768143441898416829	2017-09-30 05:50:19.988860	0	419	510510
google-oauth2|108803460168671672911	2017-10-06 09:21:01.293417	0	586	510510
google-oauth2|108948090193481477914	2017-09-26 16:34:18.098287	0	243	510510
